filename,transcription
rec_007_223_FIL_007,pitong beses
rec_007_223_FIL_008,walong beses
rec_007_223_FIL_009,siyam na beses
rec_007_223_FIL_010,sampung beses
rec_007_223_FIL_011,higit sa sampung beses
rec_007_223_FIL_012,madalas
rec_007_223_FIL_013,maraming beses
rec_007_223_FIL_014,hindi ko alam
rec_007_223_FIL_015,hindi ko matandaan
rec_007_224_FIL_001,tuwing nagkakasakit ako
rec_007_224_FIL_002,kumakain ng ice cream
rec_007_224_FIL_003,nabulunan
rec_007_224_FIL_004,natuyo
rec_007_224_FIL_005,bigla na lang
rec_007_224_FIL_006,puro inom ng malamig na tubig
rec_007_224_FIL_007,hindi ko alam
rec_007_224_FIL_008,nakalimutan ko na
rec_007_225_FIL_001,hindi kakain ng ice cream masyado
rec_007_225_FIL_002,umiinom ng maraming tubig
rec_007_225_FIL_003,nagtu toothbrush
rec_007_225_FIL_004,ginagawang kendi ang yelo
rec_007_225_FIL_005,nagmumumog ng asin
rec_007_225_FIL_006,nagmumumog 
rec_007_225_FIL_007,pinapabayaan ko lang
rec_007_225_FIL_008,hindi ko alam
rec_007_225_FIL_009,nakalimutan ko na
rec_007_226_FIL_001,wala po
rec_007_226_FIL_002,meron
rec_007_226_FIL_003,oo
rec_007_226_FIL_004,hindi ko alam
rec_007_226_FIL_005,nakalimutan ko na
rec_007_227_FIL_001,antibiotics
rec_007_227_FIL_002,pain reliever
rec_007_227_FIL_003,biogesic   
rec_007_227_FIL_004,paracetamol
rec_007_227_FIL_005,calpol
rec_007_227_FIL_006,tempra
rec_007_227_FIL_007,hindi ko alam
rec_007_227_FIL_008,nakalimutan ko na
rec_007_228_FIL_001,paminsan minsan lang
rec_007_228_FIL_002,kapag hinihingal
rec_007_228_FIL_003,bigla na lang sumasakit habang naglalaro ng cellphone
rec_007_228_FIL_004,opo
rec_007_228_FIL_005,hindi
rec_007_228_FIL_006,hindi ko alam
rec_007_228_FIL_007,nakalimutan ko na
rec_007_229_FIL_001,walang sakit
rec_007_229_FIL_002,isa
rec_007_229_FIL_003,dalawa
rec_007_229_FIL_004,tatlo
rec_007_229_FIL_005,apat
rec_007_229_FIL_006,lima
rec_007_229_FIL_007,anim
rec_007_229_FIL_008,pito
rec_007_229_FIL_009,walo
rec_007_229_FIL_010,siyam
rec_007_229_FIL_011,sampu
rec_007_230_FIL_001,ngayon lang
rec_007_230_FIL_002,kanina lang
rec_007_230_FIL_003,kahapon
rec_007_230_FIL_004,nung isang araw
rec_007_230_FIL_005,nung isang linggo
rec_007_230_FIL_006,nung isang buwan
rec_007_230_FIL_007,nung isang taon
rec_007_230_FIL_008,matagal na
rec_007_230_FIL_009,hindi ko alam
rec_007_230_FIL_010,nakalimutan ko na
rec_007_231_FIL_001,segundo
rec_007_231_FIL_002,minuto
rec_007_231_FIL_003,oras
rec_007_231_FIL_004,hindi ko alam
rec_007_231_FIL_005,nakalimutan ko na
rec_007_232_FIL_001,oo
rec_007_232_FIL_002,opo
rec_007_232_FIL_003,hindi
rec_007_232_FIL_004,hindi ko alam
rec_007_232_FIL_005,nakalimutan ko na
rec_007_233_FIL_001,dalawang beses
rec_007_233_FIL_002,tatlong beses
rec_007_233_FIL_003,higit sa tatlong beses
rec_007_233_FIL_004,hindi ko alam
rec_007_233_FIL_005,nakalimutan ko na
rec_007_234_FIL_001,gitna
rec_007_234_FIL_002,sa mismong puso
rec_007_234_FIL_003,sa kaliwang bahagi
rec_007_234_FIL_004,sa kanang bahagi
rec_007_234_FIL_005,hindi ko alam
rec_007_234_FIL_006,nakalimutan ko na
rec_007_235_FIL_001,natamaan
rec_007_235_FIL_002,nasuntok
rec_007_235_FIL_003,biglaan na lang
rec_007_235_FIL_004,hindi ko alam
rec_007_235_FIL_005,nakalimutan ko na
rec_007_236_FIL_001,oo 
rec_007_236_FIL_002,opo
rec_007_236_FIL_003,hindi
rec_007_236_FIL_004,iniiwasan ang mabibigat na gawain
rec_007_236_FIL_005,nakalimutan ko na
rec_007_236_FIL_006,matagal na
rec_007_237_FIL_001,uminom ng gamot
rec_007_237_FIL_002,nagpahinga
rec_007_237_FIL_003,nagpa admit
rec_007_237_FIL_005,nagbawas ng timbang
rec_007_237_FIL_006,hindi ko alam
rec_007_237_FIL_007,nakalimutan ko na
rec_007_238_FIL_001,pinapabayaan ko lang
rec_007_238_FIL_002,nagpahinga
rec_007_238_FIL_003,naglagay ng vicks
rec_007_238_FIL_004,minasahe
rec_007_238_FIL_005,hindi ko alam
rec_007_238_FIL_006,nakalimutan ko na
rec_007_239_FIL_001,oo
rec_007_239_FIL_002,opo
rec_007_239_FIL_003,hindi
rec_007_239_FIL_004,hindi ko alam
rec_007_239_FIL_005,nakalimutan ko na
rec_007_240_FIL_001,pain reliever
rec_007_240_FIL_002,hindi ko alam
rec_007_240_FIL_003,nakalimutan ko na
rec_007_241_FIL_001,opo
rec_007_241_FIL_002,naglalaro ng habulan
rec_007_241_FIL_003,tuwing umaga
rec_007_242_FIL_001,sanggol pa lang
rec_007_242_FIL_002,oo
rec_007_242_FIL_003,opo
rec_007_242_FIL_004,hindi
rec_007_242_FIL_005,hindi ko alam
rec_007_242_FIL_006,nakalimutan ko na
rec_007_243_FIL_001,oo
rec_007_243_FIL_002,opo
rec_007_243_FIL_003,hindi
rec_007_243_FIL_004,hindi ko alam
rec_007_243_FIL_005,nakalimutan ko na
rec_007_244_FIL_001,sanggol pa lang
rec_007_244_FIL_002,ngayon lang 
rec_007_244_FIL_003,kahapon 
rec_007_244_FIL_004,nung isang araw
rec_007_244_FIL_005,nung isang linggo
rec_007_244_FIL_006,nung isang buwan
rec_007_244_FIL_007,nung isang taon
rec_007_244_FIL_008,matagal na
rec_007_244_FIL_009,hindi ko alam
rec_007_244_FIL_010,nakalimutan ko na
rec_007_245_FIL_001,segundo 
rec_007_245_FIL_002,minuto
rec_007_245_FIL_003,mas matagal pa sa isang minuto
rec_007_245_FIL_004,hindi ko alam
rec_007_245_FIL_005,nakalimutan ko na
rec_007_246_FIL_001,oo
rec_007_246_FIL_002,opo
rec_007_246_FIL_003,hindi
rec_007_246_FIL_004,hindi ko alam
rec_007_246_FIL_005,nakalimutan ko na
rec_007_247_FIL_001,dalawang beses
rec_007_247_FIL_002,tatlong beses
rec_007_247_FIL_003,apat na beses
rec_007_247_FIL_004,higit sa apat na beses
rec_007_247_FIL_005,hindi ko alam 
rec_007_247_FIL_006,nakalimutan ko na
rec_007_248_FIL_001,malikot
rec_007_248_FIL_002,pagkatapos magehersisyo
rec_007_248_FIL_003,pagkatapos maglaro
rec_007_248_FIL_004,nung sanggol pa lang
rec_007_248_FIL_005,ubo at sipon
rec_007_248_FIL_006,lagnat
rec_007_248_FIL_007,ubo
rec_007_248_FIL_008,sipon
rec_007_248_FIL_009,hindi ko alam
rec_007_248_FIL_010,nakalimutan ko na
rec_007_249_FIL_001,naglagay ng vicks
rec_007_249_FIL_002,nagpahid ng efficascent oil
rec_007_249_FIL_003,minasahe
rec_007_249_FIL_004,umiinom ng kaunting tubig
rec_007_249_FIL_005,nag inhaler
rec_007_249_FIL_006,hindi ko alam
rec_007_249_FIL_007,nakalimutan ko na
rec_007_250_FIL_001,oo
rec_007_250_FIL_002,wala
rec_007_250_FIL_003,hindi ko alam
rec_007_250_FIL_004,nakalimutan ko na
rec_007_251_FIL_001,inhaler
rec_007_251_FIL_002,hindi ko alam
rec_007_251_FIL_003,nakalimutan ko na
rec_007_252_FIL_001,oo
rec_007_252_FIL_002,hindi
rec_007_252_FIL_003,hindi ko alam
rec_007_252_FIL_004,nakalimutan ko na
rec_007_253_FIL_001,umiinom ng gamot
rec_007_253_FIL_002,magpahinga
rec_007_253_FIL_003,umiiwas sa mabibigat na gawain
rec_007_253_FIL_004,huwag labis na magehersisyo
rec_007_253_FIL_005,mag inhaler
rec_007_253_FIL_006,hindi ko alam
rec_007_253_FIL_007,nakalimutan ko na
rec_007_254_FIL_001,oo
rec_007_254_FIL_002,wala
rec_007_254_FIL_003,hindi ko alam
rec_007_254_FIL_004,hindi ko matandaan
rec_007_255_FIL_001,oo
rec_007_255_FIL_002,opo
rec_007_255_FIL_003,hindi
rec_007_255_FIL_004,hindi ko alam
rec_007_255_FIL_005,nakalimutan ko na
rec_007_256_FIL_001,konting sakit
rec_007_256_FIL_002,isa
rec_007_256_FIL_003,dalawa
rec_007_256_FIL_004,tatlo
rec_007_256_FIL_005,apat
rec_007_256_FIL_006,lima
rec_007_256_FIL_007,anim
rec_007_256_FIL_008,pito
rec_007_256_FIL_009,walo
rec_007_256_FIL_010,siyam
rec_007_256_FIL_011,sampu
rec_007_257_FIL_001,ngayon lang
rec_007_257_FIL_002,kahapon
rec_007_257_FIL_003,nung isang araw
rec_007_257_FIL_004,nung isang linggo
rec_007_257_FIL_005,nung isang buwan pa
rec_007_257_FIL_006,nakaraang taon pa
rec_007_257_FIL_007,matagal na
rec_007_257_FIL_008,hindi ko alam
rec_007_257_FIL_009,nakalimutan ko na
rec_007_258_FIL_001,segundo
rec_007_258_FIL_002,minuto
rec_007_258_FIL_003,oras
rec_007_258_FIL_004,higit sa isang oras
rec_007_259_FIL_001,oo
rec_007_259_FIL_002,opo
rec_007_259_FIL_003,hindi
rec_007_259_FIL_004,hindi ko alam
rec_007_259_FIL_005,hindi ko matandaan
rec_007_260_FIL_001,dalawang beses
rec_007_260_FIL_002,tatlong beses
rec_007_260_FIL_003,apat na beses
rec_007_260_FIL_004,limang beses
rec_007_260_FIL_005,higit sa limang beses
rec_007_260_FIL_006,hindi ko alam
rec_007_260_FIL_007,nakalimutan ko na
rec_007_261_FIL_001,gitna
rec_007_261_FIL_002,sa pusod
rec_007_261_FIL_003,sa kaliwang parte
rec_007_261_FIL_004,sa kanang parte
rec_007_261_FIL_005,buong tiyan
rec_007_261_FIL_006,hindi ko alam
rec_007_261_FIL_007,hindi ko matandaan
rec_007_262_FIL_001,pag kumain ng marami
rec_007_262_FIL_002,sa tubig
rec_007_262_FIL_003,kapag konti ang nakain
rec_007_262_FIL_004,kapag konti yung natae
rec_007_262_FIL_005,tuwing tumatae
rec_007_262_FIL_006,amoebiasis
rec_007_262_FIL_007,kumain ng mangga
rec_007_262_FIL_008,hindi ko alam
rec_007_262_FIL_009,hindi ko matandaan
rec_007_263_FIL_001,oo
rec_007_263_FIL_002,hindi
rec_007_263_FIL_003,wala pa
rec_007_263_FIL_004,hindi ko alam
rec_007_264_FIL_001,hirap dumumi
rec_007_264_FIL_002,pagtatae
rec_007_264_FIL_003,wala
rec_007_264_FIL_004,hindi ko alam
rec_007_264_FIL_005,nakalimutan ko na
rec_007_265_FIL_001,wala pa
rec_007_265_FIL_002,isang beses
rec_007_265_FIL_003,dalawang beses
rec_007_265_FIL_004,tatlong beses
rec_007_265_FIL_005,apat na beses
rec_007_265_FIL_006,limang beses
rec_007_265_FIL_007,anim na beses
rec_007_265_FIL_008,pitong beses
rec_007_265_FIL_009,walong beses
rec_007_265_FIL_010,siyam na beses
rec_007_265_FIL_011,sampung beses
rec_007_265_FIL_012,higit sa sampung beses
rec_007_265_FIL_013,hindi ko alam
rec_007_265_FIL_014,nakalimutan ko na
rec_007_266_FIL_001,tubig
rec_007_266_FIL_002,tubig na may konting buo
rec_007_266_FIL_003,malambot
rec_007_266_FIL_004,buo
rec_007_266_FIL_005,matigas
rec_007_266_FIL_006,may dugo
rec_007_266_FIL_007,hindi ko alam
rec_007_266_FIL_008,hindi ko nakita
rec_007_266_FIL_009,nakalimutan ko na
rec_007_267_FIL_001,nilalagyan ng efficascent oil
rec_007_267_FIL_002,naglalagay ng vicks
rec_007_267_FIL_003,dumudumi 
rec_007_267_FIL_004,hindi ko alam
rec_007_267_FIL_005,nakalimutan ko na
rec_007_267_FIL_006,kakain ng papaya
rec_007_267_FIL_007,kakain ng abokado
rec_007_268_FIL_001,oo
rec_007_268_FIL_002,wala
rec_007_268_FIL_003,minsan
rec_007_268_FIL_004,hindi ko alam
rec_007_268_FIL_005,hindi ko matandaan
rec_007_269_FIL_001,loperamide
rec_007_269_FIL_002,imodium
rec_007_269_FIL_003,pedialyte
rec_007_269_FIL_004,hindi ko alam
rec_007_269_FIL_005,hindi ko matandaan
rec_007_270_FIL_001,oo
rec_007_270_FIL_002,hindi
rec_007_270_FIL_003,minsan minsan
rec_007_270_FIL_004,hindi ko alam
rec_007_270_FIL_005,hindi ko matandaan
rec_007_271_FIL_001,pagligo
rec_007_271_FIL_002,araw araw tuwing hapon
rec_007_271_FIL_003,isang beses
rec_007_271_FIL_004,dalawang beses
rec_007_271_FIL_005,di ko alam
rec_007_271_FIL_006,di ko matandaan
rec_007_272_FIL_001,anim na beses
rec_007_272_FIL_002,limang beses
rec_007_272_FIL_003,apat na beses
rec_007_272_FIL_004,tatlong beses
rec_007_272_FIL_005,dalawang beses
rec_007_272_FIL_006,isang beses
rec_007_273_FIL_001,hindi ko alam
rec_007_273_FIL_002,kakulay ng saging
rec_007_273_FIL_003,itim
rec_007_273_FIL_004,dilaw
rec_007_273_FIL_005,berde
rec_007_273_FIL_006,hindi ko alam
rec_007_273_FIL_007,di ko matandaan
rec_007_274_FIL_001,malambot
rec_007_274_FIL_002,matigas
rec_007_274_FIL_003,buo
rec_007_274_FIL_004,medyo matigas
rec_007_274_FIL_005,tubig
rec_007_275_FIL_001,madalas umihi
rec_007_275_FIL_002,pag umiinom ng maraming tubig
rec_007_275_FIL_003,apat po
rec_007_275_FIL_004,higit pa sa dalawa
rec_007_275_FIL_005,tatlong beses
rec_007_275_FIL_006,dalawang beses
rec_007_275_FIL_008,mahigit limang beses
rec_007_275_FIL_009,hindi ko alam
rec_007_275_FIL_010,di ko matandaan
rec_007_276_FIL_001,dalawa
rec_007_276_FIL_002,tatlo
rec_007_276_FIL_003,apat
rec_007_276_FIL_004,lima
rec_007_276_FIL_005,anim
rec_007_276_FIL_006,pito
rec_007_276_FIL_007,walo
rec_007_276_FIL_008,higit sa walong baso
rec_007_276_FIL_009,hindi ko alam 
rec_007_276_FIL_010,hindi ko matandaan
rec_007_277_FIL_001,kakulay ng tubig
rec_007_277_FIL_002,puti
rec_007_277_FIL_003,maputlang dilaw
rec_007_277_FIL_004,dilaw
rec_007_277_FIL_005,maitim na dilaw
rec_007_278_FIL_001,hindi po
rec_007_278_FIL_002,minsan po
rec_007_278_FIL_003,wala po
rec_007_278_FIL_004,oo
rec_007_278_FIL_005,hindi ko alam
rec_007_278_FIL_006,nakalimutan ko na
rec_007_279_FIL_001,medyo masakit
rec_007_279_FIL_002,isa
rec_007_279_FIL_003,dalawa
rec_007_279_FIL_004,tatlo
rec_007_279_FIL_005,apat
rec_007_279_FIL_006,lima
rec_007_279_FIL_007,anim 
rec_007_279_FIL_008,pito
rec_007_279_FIL_009,walo
rec_007_279_FIL_010,siyam
rec_007_279_FIL_011,sampu
rec_007_279_FIL_012,hindi ko alam
rec_007_279_FIL_013,nakalimutan ko na
rec_007_280_FIL_001,ngayon lang
rec_007_280_FIL_002,kanina
rec_007_280_FIL_003,kahapon
rec_007_280_FIL_004,nung isang araw
rec_007_280_FIL_005,nung isang linggo
rec_007_280_FIL_006,nung isang buwan
rec_007_280_FIL_007,nung isang taon
rec_007_280_FIL_008,matagal na
rec_007_280_FIL_009,hindi ko alam
rec_007_280_FIL_010,nakalimutan ko na
rec_007_281_FIL_001,saglit lang
rec_007_281_FIL_002,mabilis lang
rec_007_281_FIL_003,segundo lang
rec_007_281_FIL_004,minuto lang
rec_007_281_FIL_005,hindi ko alam
rec_007_281_FIL_006,di ko matandaan
rec_007_282_FIL_001,oo
rec_007_282_FIL_002,opo
rec_007_282_FIL_003,hindi
rec_007_282_FIL_004,hindi ko alam
rec_007_282_FIL_005,hindi ko matandaan
rec_007_283_FIL_001,dalawang beses
rec_007_283_FIL_002,tatlong beses
rec_007_283_FIL_003,apat na beses
rec_007_283_FIL_004,limang beses
rec_007_283_FIL_005,higit sa limang beses
rec_007_283_FIL_006,hindi ko alam 
rec_007_283_FIL_007,hindi ko matandaan
rec_007_284_FIL_001,konti ako uminom ng tubig
rec_007_284_FIL_002,mahilig ako sa chichirya
rec_007_284_FIL_003,mahilig ako sa softdrinks
rec_007_284_FIL_004,mahilig ako sa maalat na pagkain
rec_007_284_FIL_005,nagka uti na ako dati
rec_007_284_FIL_006,hindi ko alam 
rec_007_284_FIL_007,hindi ko matandaan
rec_007_285_FIL_001,uminom ng maraming tubig
rec_007_285_FIL_002,iniwasan ang chichirya
rec_007_285_FIL_003,iniwasan mag softdrinks
rec_007_285_FIL_004,iniwasan ang maalat na pagkain
rec_007_285_FIL_005,natulog
rec_007_285_FIL_006,pinabayaan ko lang
rec_007_285_FIL_007,hindi ko alam
rec_007_285_FIL_008,hindi ko matandaan
rec_007_285_FIL_009,nakalimutan ko na
rec_007_286_FIL_001,oo
rec_007_286_FIL_002,opo
rec_007_286_FIL_003,wala
rec_007_286_FIL_004,hindi ko alam
rec_007_286_FIL_005,hindi ko matandaan
rec_007_287_FIL_001,pain reliever
rec_007_287_FIL_002,hindi ko alam
rec_007_287_FIL_003,hindi ko matandaan
rec_007_287_FIL_004,nakalimutan ko na
rec_007_288_FIL_001,oo
rec_007_288_FIL_002,hindi
rec_007_288_FIL_003,opo
rec_007_288_FIL_004,hindi ko alam
rec_007_288_FIL_005,nakalimutan ko na
rec_007_289_FIL_001,umiinom ng maraming tubig
rec_007_289_FIL_002,tumigil magchichirya
rec_007_289_FIL_003,tumigil mag softdrinks
rec_007_289_FIL_004,tumigil kumain ng maalat
rec_007_289_FIL_005,magpahinga
rec_007_289_FIL_006,magpa admit
rec_007_289_FIL_007,hindi ko alam
rec_007_289_FIL_008,hindi ko matandaan
rec_007_289_FIL_009,nakalimutan ko na
rec_007_290_FIL_001,oo
rec_007_290_FIL_002,opo
rec_007_290_FIL_003,tuhod
rec_007_290_FIL_004,paa
rec_007_290_FIL_005,paminsan lang
rec_007_290_FIL_006,hindi ko alam
rec_007_290_FIL_007,nakalimutan ko na
rec_007_292_FIL_001,ngayon lang 
rec_007_292_FIL_002,kanina
rec_007_292_FIL_003,kahapon
rec_007_292_FIL_004,nung isang araw
rec_007_292_FIL_005,nung isang linggo
rec_007_292_FIL_006,nung isang buwan
rec_007_292_FIL_007,nung isang taon
rec_007_292_FIL_008,matagal na
rec_007_292_FIL_009,hindi ko alam
rec_007_292_FIL_010,nakalimutan ko na
rec_007_293_FIL_001,segundo
rec_007_293_FIL_002,minuto
rec_007_293_FIL_003,oras
rec_007_293_FIL_004,isang araw
rec_007_293_FIL_005,dalawang araw
rec_007_293_FIL_006,tatlong araw
rec_007_293_FIL_007,apat na araw
rec_007_293_FIL_008,limang araw
rec_007_293_FIL_009,anim na araw
rec_007_293_FIL_010,isang linggo
rec_007_293_FIL_011,hindi ko alam
rec_007_293_FIL_012,nakalimutan ko na
rec_007_294_FIL_001,oo
rec_007_294_FIL_002,opo
rec_007_294_FIL_003,hindi
rec_007_294_FIL_004,hindi ko alam
rec_007_294_FIL_005,hindi ko matandaan
rec_007_295_FIL_001,dalawang beses
rec_007_295_FIL_002,tatlong beses
rec_007_295_FIL_003,apat na beses
rec_007_295_FIL_004,limang beses
rec_007_295_FIL_005,anim na beses
rec_007_295_FIL_006,pitong beses
rec_007_295_FIL_007,higit sa pitong beses 
rec_007_295_FIL_008,hindi ko alam
rec_007_295_FIL_009,nakalimutan ko na
rec_007_296_FIL_001,nasobrahan sa paglalakad
rec_007_296_FIL_002,paminsan minsan dahil sa kabigatan
rec_007_296_FIL_003,kapag pagod
rec_007_296_FIL_004,tuhod kapag tumatayo sa upuan
rec_007_296_FIL_005,nasobrahan sa paglalaro
rec_007_296_FIL_006,bigla na lang
rec_007_296_FIL_007,hindi ko alam
rec_007_296_FIL_008,hindi ko matandaan
rec_007_296_FIL_009,nakalimutan ko na
rec_007_297_FIL_001,pahinga
rec_007_297_FIL_002,umuupo lang
rec_007_297_FIL_003,hindi ko alam
rec_007_297_FIL_004,hindi ko matandaan
rec_007_297_FIL_005,nakalimutan ko na
rec_007_298_FIL_001,oo
rec_007_298_FIL_002,opo
rec_007_298_FIL_003,hindi
rec_007_298_FIL_004,hindi ko alam
rec_007_298_FIL_005,hindi ko matandaan
rec_007_298_FIL_006,nakalimutan ko na
rec_007_299_FIL_001,pain reliever
rec_007_299_FIL_002,hindi ko alam
rec_007_299_FIL_003,hindi ko matandaan
rec_007_299_FIL_004,nakalimutan ko na
rec_007_300_FIL_001,oo
rec_007_300_FIL_002,opo
rec_007_300_FIL_003,hindi
rec_007_300_FIL_004,hindi ko alam
rec_007_300_FIL_005,nakalimutan ko na
rec_007_301_FIL_001,magpahinga
rec_007_301_FIL_002,magpa admit sa hospital
rec_007_301_FIL_003,may niresetang gamot
rec_007_301_FIL_004,hindi ko alam 
rec_007_301_FIL_005,hindi ko matandaan
rec_007_301_FIL_006,nakalimutan ko na
rec_007_302_FIL_001,oo
rec_007_302_FIL_002,opo
rec_007_302_FIL_003,hindi
rec_007_302_FIL_004,hindi pa
rec_007_303_FIL_001,ngayon
rec_007_303_FIL_002,kanina lang
rec_007_303_FIL_003,kahapon
rec_007_303_FIL_005,nung isang linggo
rec_007_303_FIL_006,nung isang buwan
rec_007_303_FIL_007,nung isang taon
rec_007_303_FIL_008,hindi ko alam
rec_007_303_FIL_009,nakalimutan ko na
rec_007_304_FIL_001,tatlo
rec_007_304_FIL_002,apat
rec_007_304_FIL_003,lima
rec_007_304_FIL_004,apat hanggang lima
rec_007_304_FIL_005,anim
rec_007_304_FIL_006,higit sa anim na araw
rec_007_304_FIL_007,hindi ko alam
rec_007_304_FIL_008,nakalimutan ko na
rec_007_305_FIL_001,opo
rec_007_305_FIL_002,hindi
rec_007_305_FIL_003,minsan
rec_007_305_FIL_004,nag skip ng isang buwan
rec_007_305_FIL_005,nag skip ng isang taon
rec_007_305_FIL_006,hindi ko alam
rec_007_305_FIL_007,nakalimutan ko na
rec_007_306_FIL_001,oo
rec_007_306_FIL_002,opo
rec_007_306_FIL_003,minsan
rec_007_306_FIL_004,hindi
rec_007_306_FIL_005,hindi ko alam
rec_007_306_FIL_006,hindi ko matandaan
rec_007_306_FIL_007,nakalimutan ko na
rec_007_307_FIL_001,walang sakit
rec_007_307_FIL_002,isa
rec_007_307_FIL_003,dalawa
rec_007_307_FIL_004,tatlo 
rec_007_307_FIL_005,apat
rec_007_307_FIL_006,lima
rec_007_307_FIL_007,anim 
rec_007_307_FIL_008,pito
rec_007_307_FIL_009,walo
rec_007_307_FIL_010,siyam
rec_007_307_FIL_011,sampu
rec_007_307_FIL_012,hindi ko alam
rec_007_308_FIL_001,natutulog
rec_007_308_FIL_002,nagpapahinga
rec_007_308_FIL_003,umiinom ng pain reliever
rec_007_308_FIL_004,kumakain ng matatamis
rec_007_308_FIL_005,nageehersisyo
rec_007_308_FIL_006,hindi ko alam
rec_007_308_FIL_008,nakalimutan ko na
rec_007_309_FIL_001,hindi pa
rec_007_309_FIL_002,sa pa
rec_007_309_FIL_003,kapag na ako
rec_007_309_FIL_004,nung sanggol pa lang ako
rec_007_309_FIL_005,hindi ko alam
rec_007_310_FIL_001,pitong taong gulang
rec_007_310_FIL_002,walong taong gulang
rec_007_310_FIL_003,siyam na taong gulang
rec_007_310_FIL_004,sampung taong gulang
rec_007_310_FIL_005,nung sanggol pa lang ako
rec_007_310_FIL_006,hindi ko alam
rec_007_311_FIL_001,isang araw
rec_007_311_FIL_002,dalawang araw
rec_007_311_FIL_003,tatlong araw
rec_007_311_FIL_004,apat na araw
rec_007_311_FIL_005,limang araw
rec_007_311_FIL_006,anim na araw
rec_007_311_FIL_007,pitong araw
rec_007_311_FIL_008,higit sa pitong araw
rec_007_311_FIL_009,hindi ko alam
rec_007_312_FIL_001,oo
rec_007_312_FIL_002,opo
rec_007_312_FIL_003,minsan
rec_007_312_FIL_004,hindi
rec_007_312_FIL_005,hindi ko alam
rec_007_313_FIL_001,walang sakit
rec_007_313_FIL_002,isa
rec_007_313_FIL_003,dalawa
rec_007_313_FIL_004,tatlo
rec_007_313_FIL_005,apat
rec_007_313_FIL_006,lima
rec_007_313_FIL_007,anim 
rec_007_313_FIL_008,pito
rec_007_313_FIL_009,walo
rec_007_313_FIL_010,siyam
rec_007_313_FIL_011,sampu
rec_007_314_FIL_001,oo
rec_007_314_FIL_002,opo
rec_007_314_FIL_003,hindi
rec_007_314_FIL_004,hindi ko alam
rec_007_314_FIL_005,nakalimutan ko na
rec_007_315_FIL_001,pain reliever
rec_007_315_FIL_002,antibiotics
rec_007_315_FIL_003,hindi ko alam
rec_007_315_FIL_004,di ko matandaan
rec_007_315_FIL_005,nakalimutan ko na
rec_007_316_FIL_001,oo
rec_007_316_FIL_002,opo
rec_007_316_FIL_003,hindi na
rec_007_316_FIL_004,hindi ko alam
rec_007_317_FIL_001,sinusubuan pa
rec_007_317_FIL_002,hindi ko alam
rec_007_318_FIL_001,dalawang beses
rec_007_318_FIL_002,tatlong beses
rec_007_318_FIL_003,apat na beses
rec_007_318_FIL_004,limang beses
rec_007_318_FIL_005,anim na beses
rec_007_318_FIL_006,hindi ko alam
rec_007_319_FIL_001,opo
rec_007_319_FIL_002,hindi
rec_007_319_FIL_003,minsan
rec_007_319_FIL_004,hindi palagi
rec_007_319_FIL_005,depende sa prutas
rec_007_320_FIL_001,opo
rec_007_320_FIL_002,hindi
rec_007_320_FIL_004,hindi palagi
rec_007_320_FIL_005,depende sa gulay
rec_007_321_FIL_001,oo
rec_007_321_FIL_002,opo
rec_007_321_FIL_003,minsan
rec_007_321_FIL_004,hindi
rec_007_321_FIL_005,hindi ko alam
rec_007_322_FIL_001,isa 
rec_007_322_FIL_002,dalawa
rec_007_322_FIL_003,tatlo
rec_007_322_FIL_004,apat
rec_007_322_FIL_005,higit sa apat na beses
rec_007_322_FIL_006,hindi ko alam
rec_007_323_FIL_001,prutas
rec_007_323_FIL_002,biskwit
rec_007_323_FIL_003,tinapay
rec_007_323_FIL_004,juice
rec_007_323_FIL_005,candy
rec_007_323_FIL_006,tsokolate
rec_007_323_FIL_007,junk foods
rec_007_323_FIL_008,cake
rec_007_323_FIL_009,kahit ano
rec_007_323_FIL_010,hindi ko alam
rec_007_324_FIL_001,opo
rec_007_324_FIL_002,hindi
rec_007_324_FIL_003,minsan
rec_007_324_FIL_004,hindi ko alam
rec_007_325_FIL_001,opo
rec_007_325_FIL_002,hindi
rec_007_325_FIL_003,minsan
